,mod_date,pub_date,cvss,cwe_code,cwe_name,
CVE-2012-5312,29/08/2017 1:32,8/10/2012 17:55,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2012-5310,29/08/2017 1:32,8/10/2012 17:55,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2012-5306,29/08/2017 1:32,6/10/2012 22:55,9.3,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2012-5305,29/08/2017 1:32,6/10/2012 22:55,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-5301,29/08/2017 1:32,4/10/2012 19:55,5,310, Cryptographic Issues,
CVE-2012-5300,29/08/2017 1:32,4/10/2012 17:55,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2012-5299,29/08/2017 1:32,4/10/2012 17:55,7.5,264, Permissions Privileges and Access Controls,
CVE-2012-5298,29/08/2017 1:32,4/10/2012 17:55,5,264, Permissions Privileges and Access Controls,
CVE-2012-5297,29/08/2017 1:32,4/10/2012 17:55,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2012-5296,29/08/2017 1:32,4/10/2012 17:55,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-5295,29/08/2017 1:32,4/10/2012 17:55,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-5294,29/08/2017 1:32,4/10/2012 17:55,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2012-5293,29/08/2017 1:32,4/10/2012 16:55,7.5,94, Improper Control of Generation of Code ('Code Injection'),
CVE-2012-5292,29/08/2017 1:32,4/10/2012 16:55,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2012-5291,29/08/2017 1:32,4/10/2012 16:55,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2012-5290,29/08/2017 1:32,4/10/2012 16:55,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2012-5289,29/08/2017 1:32,4/10/2012 16:55,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2012-5288,29/08/2017 1:32,4/10/2012 16:55,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2012-5287,29/08/2017 1:32,13/11/2012 13:39,10,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2012-5286,29/08/2017 1:32,13/11/2012 13:39,10,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2012-5271,29/08/2017 1:32,9/10/2012 11:13,10,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2012-5270,29/08/2017 1:32,9/10/2012 11:13,10,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2012-5269,29/08/2017 1:32,9/10/2012 11:13,10,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2012-5268,29/08/2017 1:32,9/10/2012 11:13,10,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2012-5267,29/08/2017 1:32,9/10/2012 11:13,10,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2012-5266,29/08/2017 1:32,9/10/2012 11:13,10,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2012-5265,29/08/2017 1:32,9/10/2012 11:13,10,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2012-5264,29/08/2017 1:32,9/10/2012 11:13,10,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2012-5263,29/08/2017 1:32,9/10/2012 11:13,10,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2012-5262,29/08/2017 1:32,9/10/2012 11:13,10,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2012-5261,29/08/2017 1:32,9/10/2012 11:13,10,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2012-5260,29/08/2017 1:32,9/10/2012 11:13,10,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2012-5259,29/08/2017 1:32,9/10/2012 11:13,10,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2012-5258,29/08/2017 1:32,9/10/2012 11:13,10,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2012-5257,29/08/2017 1:32,9/10/2012 11:13,10,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2012-5256,29/08/2017 1:32,9/10/2012 11:13,10,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2012-5255,29/08/2017 1:32,9/10/2012 11:13,10,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2012-5254,29/08/2017 1:32,9/10/2012 11:13,10,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2012-5253,29/08/2017 1:32,9/10/2012 11:13,10,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2012-5252,29/08/2017 1:32,9/10/2012 11:13,10,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2012-5251,29/08/2017 1:32,9/10/2012 11:13,10,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2012-5250,29/08/2017 1:32,9/10/2012 11:13,10,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2012-5249,29/08/2017 1:32,9/10/2012 11:13,10,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2012-5248,29/08/2017 1:32,9/10/2012 11:13,10,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2012-5244,29/08/2017 1:32,20/10/2014 14:55,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2012-5232,29/08/2017 1:32,1/10/2012 20:55,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-5231,29/08/2017 1:32,1/10/2012 20:55,7.5,94, Improper Control of Generation of Code ('Code Injection'),
CVE-2012-5229,29/08/2017 1:32,1/10/2012 20:55,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-5228,29/08/2017 1:32,1/10/2012 20:55,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-5227,29/08/2017 1:32,1/10/2012 20:55,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2012-5226,29/08/2017 1:32,1/10/2012 20:55,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-5225,29/08/2017 1:32,1/10/2012 20:55,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-5224,29/08/2017 1:32,1/10/2012 20:55,7.5,94, Improper Control of Generation of Code ('Code Injection'),
CVE-2012-5223,29/08/2017 1:32,1/10/2012 20:55,7.5,94, Improper Control of Generation of Code ('Code Injection'),
CVE-2012-5196,29/08/2017 1:32,28/09/2012 17:55,10,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2012-5171,29/08/2017 1:32,8/11/2012 11:46,5,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),
CVE-2012-5170,29/08/2017 1:32,4/11/2012 15:55,5.8,20, Improper Input Validation,
CVE-2012-5169,29/08/2017 1:32,22/10/2012 23:55,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-5168,29/08/2017 1:32,22/10/2012 23:55,7.5,264, Permissions Privileges and Access Controls,
CVE-2012-5167,29/08/2017 1:32,22/10/2012 23:55,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2012-5164,29/08/2017 1:32,26/09/2012 0:55,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-5163,29/08/2017 1:32,26/09/2012 0:55,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-5162,29/08/2017 1:32,26/09/2012 0:55,6.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2012-5134,29/08/2017 1:32,28/11/2012 1:55,6.8,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2012-5120,29/08/2017 1:32,7/11/2012 11:43,7.5,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2012-5118,29/08/2017 1:32,7/11/2012 11:43,7.5,20, Improper Input Validation,
CVE-2012-5115,29/08/2017 1:32,7/11/2012 11:43,7.5,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2012-5106,29/08/2017 1:32,20/06/2014 19:55,10,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2012-5105,29/08/2017 1:32,23/09/2012 17:55,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-5104,29/08/2017 1:32,23/09/2012 17:55,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-5103,29/08/2017 1:32,23/09/2012 17:55,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-5102,29/08/2017 1:32,23/09/2012 17:55,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-5101,29/08/2017 1:32,23/09/2012 17:55,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2012-5100,29/08/2017 1:32,23/09/2012 17:55,5,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),
CVE-2012-5099,29/08/2017 1:32,23/09/2012 17:55,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-5098,29/08/2017 1:32,23/09/2012 17:55,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2012-5050,29/08/2017 1:32,5/10/2012 17:55,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-5005,29/08/2017 1:32,19/09/2012 21:55,6.8,352, Cross-Site Request Forgery (CSRF),
CVE-2012-5004,29/08/2017 1:32,19/09/2012 21:55,6.8,352, Cross-Site Request Forgery (CSRF),
CVE-2012-5003,29/08/2017 1:32,19/09/2012 21:55,6.8,287, Improper Authentication,
CVE-2012-5002,29/08/2017 1:32,19/09/2012 19:55,6.8,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2012-5000,29/08/2017 1:32,19/09/2012 19:55,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2012-4999,29/08/2017 1:32,19/09/2012 19:55,6.1,20, Improper Input Validation,
CVE-2012-4998,29/08/2017 1:32,19/09/2012 19:55,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-4997,29/08/2017 1:32,19/09/2012 19:55,7.5,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),
CVE-2012-4996,29/08/2017 1:32,19/09/2012 19:55,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2012-4995,29/08/2017 1:32,19/09/2012 19:55,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-4994,29/08/2017 1:32,19/09/2012 19:55,6.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2012-4992,29/08/2017 1:32,19/09/2012 19:55,9,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2012-4990,29/08/2017 1:32,22/10/2012 23:55,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2012-4989,29/08/2017 1:32,22/10/2012 23:55,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-4987,29/08/2017 1:32,4/11/2012 15:55,6.8,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2012-4985,29/08/2017 1:32,5/12/2012 11:57,4.3,264, Permissions Privileges and Access Controls,
CVE-2012-4975,29/08/2017 1:32,12/12/2012 11:38,4,264, Permissions Privileges and Access Controls,
CVE-2012-4972,29/08/2017 1:32,12/12/2012 11:38,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-4955,29/08/2017 1:32,15/11/2012 11:58,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-4954,29/08/2017 1:32,15/11/2012 11:58,3.5,264, Permissions Privileges and Access Controls,
CVE-2012-4951,29/08/2017 1:32,15/11/2012 11:58,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2012-4950,29/08/2017 1:32,18/11/2012 21:55,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-4949,29/08/2017 1:32,14/11/2012 12:30,6.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2012-4947,29/08/2017 1:32,18/11/2012 21:55,5,310, Cryptographic Issues,
CVE-2012-4946,29/08/2017 1:32,18/11/2012 21:55,5,310, Cryptographic Issues,
CVE-2012-4943,29/08/2017 1:32,18/11/2012 21:55,6.8,352, Cross-Site Request Forgery (CSRF),
CVE-2012-4938,29/08/2017 1:32,18/11/2012 21:55,3.5,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-4935,29/08/2017 1:32,18/11/2012 21:55,6.8,352, Cross-Site Request Forgery (CSRF),
CVE-2012-4934,29/08/2017 1:32,31/10/2012 10:50,3.5,264, Permissions Privileges and Access Controls,
CVE-2012-4933,29/08/2017 1:32,20/10/2012 18:55,7.8,255, Credentials Management,
CVE-2012-4928,29/08/2017 1:32,15/09/2012 17:55,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-4927,29/08/2017 1:32,15/09/2012 17:55,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2012-4925,29/08/2017 1:32,15/09/2012 17:55,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
CVE-2012-4924,29/08/2017 1:32,15/09/2012 17:55,9.3,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2012-4923,29/08/2017 1:32,15/09/2012 17:55,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-4920,29/08/2017 1:32,4/04/2014 14:55,5,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),
CVE-2012-4918,29/08/2017 1:32,22/01/2013 23:55,5.8,20, Improper Input Validation,
CVE-2012-4915,29/08/2017 1:32,29/05/2014 14:19,5,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),
CVE-2012-4894,29/08/2017 1:32,5/10/2012 10:51,9.3,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2012-4892,29/08/2017 1:32,10/09/2012 22:55,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-4891,29/08/2017 1:32,10/09/2012 22:55,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-4890,29/08/2017 1:32,10/09/2012 22:55,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-4889,29/08/2017 1:32,10/09/2012 22:55,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-4886,29/08/2017 1:32,24/03/2014 16:43,10,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2012-4878,29/08/2017 1:32,6/09/2012 21:55,5,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),
CVE-2012-4877,29/08/2017 1:32,6/09/2012 21:55,6.8,352, Cross-Site Request Forgery (CSRF),
CVE-2012-4875,29/08/2017 1:32,6/09/2012 21:55,9.3,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2012-4872,29/08/2017 1:32,6/09/2012 21:55,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-4871,29/08/2017 1:32,6/09/2012 21:55,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-4870,29/08/2017 1:32,6/09/2012 17:55,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-4869,29/08/2017 1:32,6/09/2012 17:55,7.5,94, Improper Control of Generation of Code ('Code Injection'),
CVE-2012-4864,29/08/2017 1:32,6/09/2012 17:55,9.3,94, Improper Control of Generation of Code ('Code Injection'),
CVE-2012-4862,29/08/2017 1:32,5/12/2012 11:57,2.1,255, Credentials Management,
CVE-2012-4861,29/08/2017 1:32,1/04/2013 19:55,4,264, Permissions Privileges and Access Controls,
CVE-2012-4858,29/08/2017 1:32,5/03/2013 5:02,9.3,20, Improper Input Validation,
CVE-2012-4857,29/08/2017 1:32,8/12/2012 15:55,9,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,
CVE-2012-4856,29/08/2017 1:32,20/12/2012 12:02,7.9,255, Credentials Management,
CVE-2012-4853,29/08/2017 1:32,14/11/2012 12:30,6.8,352, Cross-Site Request Forgery (CSRF),
CVE-2012-4851,29/08/2017 1:32,14/11/2012 12:30,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-4850,29/08/2017 1:32,14/11/2012 12:30,7.5,20, Improper Input Validation,
CVE-2012-4848,29/08/2017 1:32,19/12/2012 11:55,3.5,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-4847,29/08/2017 1:32,14/11/2012 12:30,4,189, Numeric Errors,
CVE-2012-4846,29/08/2017 1:32,19/12/2012 11:55,4.3,200, Information Exposure,
CVE-2012-4844,29/08/2017 1:32,27/02/2013 21:55,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-4842,29/08/2017 1:32,27/02/2013 21:55,5.8,399, Resource Management Errors,
CVE-2012-4841,29/08/2017 1:32,29/11/2012 13:14,5,399, Resource Management Errors,
CVE-2012-4840,29/08/2017 1:32,5/03/2013 5:02,5,94, Improper Control of Generation of Code ('Code Injection'),
CVE-2012-4837,29/08/2017 1:32,5/03/2013 5:02,4,200, Information Exposure,
CVE-2012-4836,29/08/2017 1:32,5/03/2013 5:02,3.5,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-4835,29/08/2017 1:32,5/03/2013 5:02,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-4833,29/08/2017 1:32,1/10/2012 18:55,2.1,264, Permissions Privileges and Access Controls,
CVE-2012-4832,29/08/2017 1:32,31/01/2013 12:06,1.9,200, Information Exposure,
CVE-2012-4829,29/08/2017 1:32,16/04/2013 14:04,4.3,310, Cryptographic Issues,
CVE-2012-4819,29/08/2017 1:32,31/01/2013 12:06,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),
CVE-2012-4816,29/08/2017 1:32,26/12/2012 18:55,7.5,264, Permissions Privileges and Access Controls,
CVE-2012-4773,29/08/2017 1:32,22/10/2012 23:55,6.8,352, Cross-Site Request Forgery (CSRF),
CVE-2012-4772,29/08/2017 1:32,22/10/2012 23:55,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),
